RMNH.MAM.59206	Verleiding	803.V.005.C Etalage Vechten	Aepyceros melampus	Toren		TOREN	FALSE									Aepyceros melampus		TOREN	FALSE																							
ZMA.MOLL.176969	Ontmoeting	802.W.003 LOPEN OVER DE ZEEBODEM	Cassis tuberosa	Draadbaan	Draadbaan	11.02.2	TRUE					Cassis tuberosa	Draadbaan	11.02.2	TRUE																											
ZMA.MOLL.1911	Ontmoeting	802.W.003 LOPEN OVER DE ZEEBODEM	Hippopus hippopus	Draadbaan	Draadbaan	11.02.2	TRUE					Hippopus hippopus	Draadbaan	11.02.2	TRUE																											
RMNH.MAM.59210	Verleiding	803.V.005.C Etalage Vechten	Alcelaphus buselaphus caama	Toren		TOREN	FALSE									Alcelaphus buselaphus caama		TOREN	FALSE																							
ZMA.MOLL.345489	Verleiding	803.N.003.C Feesttaart	Tridacna gigas	Draadbaan		01.12.1	FALSE									Tridacna gigas		01.12.1	FALSE																							
RMNH.MAM.60483	Verleiding	803.V.005.C Etalage Vechten	Macropus rufus	Extern		EXTERN	FALSE									Macropus rufus		EXTERN	FALSE																							
RMNH.MAM.60484	Verleiding	803.V.005.C Etalage Vechten	Macropus rufus	Extern		EXTERN	FALSE									Macropus rufus		EXTERN	FALSE																							
ZMA.MOLL.4829	Dood	808.P.007	Arctica islandica	Vondellaan	Vondellaan	Bram - doos	FALSE																				Arctica islandica	Vondellaan	Bram - doos	FALSE												
ZMA.MOLL.4887	Ontmoeting	802.W.003 LOPEN OVER DE ZEEBODEM	Hippopus hippopus	Draadbaan	Draadbaan	11.02.2	TRUE					Hippopus hippopus	Draadbaan	11.02.2	TRUE																											
ZMA.MOLL.506877	Ontmoeting	802.W.003 LOPEN OVER DE ZEEBODEM	Lobatus gigas	Draadbaan	Draadbaan	11.02.2	TRUE					Lobatus gigas	Draadbaan	11.02.2	TRUE																											
ZMA.MOLL.50695	Ontmoeting	802.W.003 LOPEN OVER DE ZEEBODEM	Lobatus gigas	Draadbaan	Draadbaan	11.02.2	TRUE					Lobatus gigas	Draadbaan	11.02.2	TRUE																											
RMNH.MAM.60606	Verleiding	803.V.005.C Etalage Vechten	Suricata suricatta	Extern		extern	FALSE									Suricata suricatta		extern	FALSE																							
RMNH.MAM.60607	Verleiding	803.V.005.C Etalage Vechten	Suricata suricatta	Extern		extern	FALSE									Suricata suricatta		extern	FALSE																							
RMNH.PISC.38645	Verleiding	803.V.005.C Etalage Vechten	Betta splendens	Extern		EXTERN	FALSE									Betta splendens		EXTERN	FALSE																							
RMNH.PISC.38646	Verleiding	803.V.005.C Etalage Vechten	Betta splendens	Extern		EXTERN	FALSE									Betta splendens		EXTERN	FALSE																							
RMNH.RENA.48777	Verleiding	803.V.005.C Etalage Vechten	Hypsiboas rosenbergi	Extern		EXTERN	FALSE									Hypsiboas rosenbergi		EXTERN	FALSE																							
RMNH.RENA.48778	Verleiding	803.V.005.C Etalage Vechten	Hypsiboas rosenbergi	Extern		EXTERN	FALSE									Hypsiboas rosenbergi		EXTERN	FALSE																							
RMNH.RENA.48782	Verleiding	803.V.005.C Etalage Vechten	Trioceros jacksonii	Toren		TOREN	FALSE									Trioceros jacksonii		TOREN	FALSE																							
RMNH.INS.1104777	Verleiding	803.V.006.C Etalage Geluid	Gryllus campestris	Vondellaan		Vondellaan, Luc	FALSE									Gryllus campestris		Vondellaan, Luc	FALSE																							
RMNH.INS.1104778	Verleiding	803.V.006.C Etalage Geluid	Gryllus campestris	Vondellaan		Vondellaan, Luc	FALSE									Gryllus campestris		Vondellaan, Luc	FALSE																							
RMNH.MAM.60581.b	Verleiding	Ouderdieren	Kobus ellipsiprymnus unctuosus	Toren		Toren	FALSE									Kobus ellipsiprymnus unctuosus		Toren	FALSE																							
ZMA.POR.1038	LiveScience	tba	Favoriet Karen van Dorp (Venusmandje)	Draadbaan	Draadbaan		FALSE	Favoriet Karen van Dorp (Venusmandje)	Draadbaan		FALSE																															
ZMA.POR.128	LiveScience	tba	Neptunusbeker (NIET de highlight!)	Draadbaan	Draadbaan	Vide, bij 'Live Science'	FALSE	Neptunusbeker (NIET de highlight!)	Draadbaan	Vide, bij 'Live Science'	FALSE																															
ZMA.RENA.10217	LiveScience	tba	Kaaiman	Toren	Toren	19L, op kar in depot	FALSE	Kaaiman	Toren	19L, op kar in depot	FALSE																															
ZMA.RENA.10393	Dood	808.P.013	Iguana iguana	Toren	Toren	19L	TRUE																				Iguana iguana	Toren	19L	TRUE												
ZMA.RENA.11944	Verleiding	803.N.007.C3 Etagere 3	Alligator mississippiensis	Draadbaan		05.01.2	TRUE									Alligator mississippiensis		05.01.2	TRUE																							
ZMA.RENA.12013	Dood	808.P.013	Varanus komodorensis	Draadbaan	Draadbaan	04.07.1	TRUE																				Varanus komodorensis	Draadbaan	04.07.1	TRUE												
ZMA.MAM.29395	Verleiding	Ouderdieren	Dama dama	Toren		Toren	FALSE									Dama dama		Toren	FALSE																							
RGM.1003174	Aarde	tba	Amethyst geode	Rooseveltstraat	Rooseveltstraat		FALSE													Amethyst geode	Rooseveltstraat		FALSE																			
RGM.1036076	Aarde	tba	Geyser tube	Draadbaan	Draadbaan	01.02.02	TRUE													Geyser tube	Draadbaan	01.02.02	TRUE																			
RGM.1036719	Aarde	tba	Lapilli	Draadbaan	Draadbaan	01.01.03	TRUE													Lapilli	Draadbaan	01.01.03	TRUE																			
RGM.1036845	Aarde	tba	Pele's hair	Draadbaan	Draadbaan - uit artis collectie	01.02.03	TRUE													Pele's hair	Draadbaan - uit artis collectie	01.02.03	TRUE																			
RGM.1036846	Aarde	tba	Obsidiaan	Draadbaan	Draadbaan (uit Rooseveltstraat)	01.01.03	TRUE													Obsidiaan	Draadbaan (uit Rooseveltstraat)	01.01.03	TRUE																			
RGM.1339042	Aarde	tba	basalt kolom 2	Draadbaan	Draadbaan	01.02.02	TRUE													basalt kolom 2	Draadbaan	01.02.02	TRUE																			
RGM.1339046	Aarde	tba	basalt kolom 2	Draadbaan	Draadbaan	01.02.02	TRUE													basalt kolom 2	Draadbaan	01.02.02	TRUE																			
RGM.1339047	Aarde	tba	basalt kolom 1	Draadbaan	Draadbaan	01.02.02	TRUE													basalt kolom 1	Draadbaan	01.02.02	TRUE																			
RGM.1340967	Aarde	tba	Scoria	Draadbaan	Draadbaan	01.02.03	TRUE													Scoria	Draadbaan	01.02.03	TRUE																			
RGM.1358268	Aarde	tba	vulkaan model kaartje	Draadbaan	Draadbaan - uit vulkaan modellen collectie	01.03.02	TRUE													vulkaan model kaartje	Draadbaan - uit vulkaan modellen collectie	01.03.02	TRUE																			
RGM.1360022	Aarde	tba	Scoria	Onbekend			FALSE													Scoria			FALSE																			
RGM.14805	Aarde	tba	Ryolietlava	Draadbaan	Draadbaan (uit aarde)	01.02.03	TRUE													Ryolietlava	Draadbaan (uit aarde)	01.02.03	TRUE																			
RGM.15027	Aarde	tba	Puimsteen	Draadbaan	uit lk collectie nu in draadbaan	01.01.03	TRUE													Puimsteen	uit lk collectie nu in draadbaan	01.01.03	TRUE																			
RGM.15059	Aarde	tba	Solid pahoehoe lava (basaltic rock)	Draadbaan	Draadbaan (uit Zaal aarde)	01.01.03	TRUE													Solid pahoehoe lava (basaltic rock)	Draadbaan (uit Zaal aarde)	01.01.03	TRUE																			
RGM.15061	Aarde	tba	Solid pahoehoe lava (basaltic rock)	Draadbaan	Draadbaan (uit Zaal aarde)	01.01.03	TRUE													Solid pahoehoe lava (basaltic rock)	Draadbaan (uit Zaal aarde)	01.01.03	TRUE																			
RGM.19090.0	Aarde	tba	Vulkanische bom	Draadbaan	Draadbaan (uit Zaal aarde)	01.02.03	TRUE													Vulkanische bom	Draadbaan (uit Zaal aarde)	01.02.03	TRUE																			
RGM.19115	Aarde	tba	Vulkanische bom	Draadbaan	Draadbaan (uit Zaal aarde)	01.02.03	TRUE													Vulkanische bom	Draadbaan (uit Zaal aarde)	01.02.03	TRUE																			
RGM.20352	Aarde	tba	Vulkanische bom	Draadbaan	Draadbaan (uit petrology exhibition collection toren)	01.02.03	TRUE													Vulkanische bom	Draadbaan (uit petrology exhibition collection toren)	01.02.03	TRUE																			
RGM.208933	Aarde	tba	Vulkanische bom	Draadbaan	Draadbaan (uit mineralen depot)	01.01.03	TRUE													Vulkanische bom	Draadbaan (uit mineralen depot)	01.01.03	TRUE																			
RGM.25359	Aarde	tba	Ryolietlava	Draadbaan	Draadbaan (uit LK collectie)	01.02.03	TRUE													Ryolietlava	Draadbaan (uit LK collectie)	01.02.03	TRUE																			
RGM.26864	Aarde	tba	Basaltlava	Draadbaan	Draadbaan	01.01.03	TRUE													Basaltlava	Draadbaan	01.01.03	TRUE																			
RGM.272935	Aarde	tba	Tefra	Draadbaan	Draadbaan (uit LK collectie)	01.02.03	TRUE													Tefra	Draadbaan (uit LK collectie)	01.02.03	TRUE																			
RGM.38306	Aarde	tba	Solid a'a lava (basaltic rock)	Draadbaan	Draadbaan - uit collectie Rooseveltstraat Phenomenen	01.02.03	TRUE													Solid a'a lava (basaltic rock)	Draadbaan - uit collectie Rooseveltstraat Phenomenen	01.02.03	TRUE																			
RGM.38466.0	Aarde	tba	Basaltlava	Draadbaan	Draadbaan	01.02.03	TRUE													Basaltlava	Draadbaan	01.02.03	TRUE																			
RGM.419152	Aarde	tba	graniet	Toren	toren - DW.E.17.016.108.001		FALSE													graniet	toren - DW.E.17.016.108.001		FALSE																			
RGM.419260	Aarde	tba	Ryolietlava	Draadbaan	Draadbaan uit stenen huisje	01.02.03	TRUE													Ryolietlava	Draadbaan uit stenen huisje	01.02.03	TRUE																			
RGM.419279	Aarde	tba	Puimsteen	Draadbaan	die hele grote puimsteen uit aarde - nu in draadbaan	01.01.03	TRUE													Puimsteen	die hele grote puimsteen uit aarde - nu in draadbaan	01.01.03	TRUE																			
RGM.419505	Aarde	tba	Vulkanische bom	Draadbaan	Draadbaan (uit Zaal aarde)	01.02.03	TRUE													Vulkanische bom	Draadbaan (uit Zaal aarde)	01.02.03	TRUE																			
RGM.419554	Aarde	tba	Ryolietlava	Draadbaan	Draadbaan (uit LK collectie)	01.02.03	TRUE													Ryolietlava	Draadbaan (uit LK collectie)	01.02.03	TRUE																			
RGM.419655	Aarde	tba	Pillow lava	Draadbaan	Draadbaan -  uit zaal aarde	01.02.03	TRUE													Pillow lava	Draadbaan -  uit zaal aarde	01.02.03	TRUE																			
RGM.419656	Aarde	tba	Pillow lava	Draadbaan	Draadbaan -  uit zaal aarde	01.02.03	TRUE													Pillow lava	Draadbaan -  uit zaal aarde	01.02.03	TRUE																			
RGM.419657	Aarde	tba	Pillow lava	Draadbaan	Draadbaan -  uit zaal aarde	01.02.03	TRUE													Pillow lava	Draadbaan -  uit zaal aarde	01.02.03	TRUE																			
RGM.53511	Aarde	tba	Solid pahoehoe lava (basaltic rock)	Draadbaan	Draadbaan (uit Zaal aarde)	01.01.03	TRUE													Solid pahoehoe lava (basaltic rock)	Draadbaan (uit Zaal aarde)	01.01.03	TRUE																			
RGM.851477	Aarde	tba	Obsidiaan	Draadbaan	Draadbaan (uit mineralen depot)	01.02.03	TRUE													Obsidiaan	Draadbaan (uit mineralen depot)	01.02.03	TRUE																			
RGM.863637	Aarde	tba	As	Draadbaan	Draadbaan (uit delft collectie Toren)	01.02.03	TRUE													As	Draadbaan (uit delft collectie Toren)	01.02.03	TRUE																			
RGM.863640	Aarde	tba	As	Draadbaan	Draadbaan (uit delft collectie Toren)	01.01.03	TRUE													As	Draadbaan (uit delft collectie Toren)	01.01.03	TRUE																			
RGM.864177	Aarde	tba	gabbro	Toren	toren - DW.E.17.016.108.001		FALSE													gabbro	toren - DW.E.17.016.108.001		FALSE																			
RMNH.AVES.5199	Aarde	tba	 kraanvogel	Draadbaan	Draadbaan		FALSE													 kraanvogel	Draadbaan		FALSE																			
RMNH.AVES.81934	Aarde	tba	Papegaaiduiker	Toren	Toren		FALSE													Papegaaiduiker	Toren		FALSE																			
tba.806.002	Aarde	tba	Lavabrok van de meest recente vulkaanuitbarsting	Onbekend			FALSE													Lavabrok van de meest recente vulkaanuitbarsting			FALSE																			
ZMA.AVES.37728	Aarde	tba	Nene (Hawaiian goose)	Toren	Toren	01.01.03	TRUE													Nene (Hawaiian goose)	Toren	01.01.03	TRUE																			
ZMA.AVES.53350	Aarde	tba	Roodsnaveltoekan	Toren	Toren		FALSE													Roodsnaveltoekan	Toren		FALSE																			
ZMA.AVES.56848	Aarde	tba	 kraanvogel	Onbekend			FALSE													 kraanvogel			FALSE																			
RGM.1002735	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1002753	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1002755	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1002756	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1003045	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1003046	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1003066	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1003137	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1032551	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1033541	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1039263	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1039401	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1039754	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1041853	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1045857	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1045869	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1057133	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1057678	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1058568	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1058973	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1060061	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1061244	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1064937	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1064938	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1064939	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1064940	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1064941	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1064942	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1064943	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1069508	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1069684	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.107071	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1257014	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1259160	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1259165	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1259167	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1259169	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1339596	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.1339597	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.150835	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		in groep sfaleriet gefotografeerd en ook nog apart - topstuk!																	mineralen en gesteentes schatkamer 1.0	toren	in groep sfaleriet gefotografeerd en ook nog apart - topstuk!																
RGM.162655	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.163459	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.163640	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
RGM.164426	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		in groep sfaleriet gefotografeerd																	mineralen en gesteentes schatkamer 1.0	toren	in groep sfaleriet gefotografeerd																
RGM.164701	Schatkamer 1.0	tba	mineralen en gesteentes schatkamer 1.0	Toren	toren		Not filled in																	mineralen en gesteentes schatkamer 1.0	toren																	
