RGM.1360014	Schatkamer 2.0	tba	Schatkamer object 2.0		Toren	Toren			TRUE																									Schatkamer object 2.0		Toren	TRUE																				
RGM.1360015	Schatkamer 2.0	tba	Schatkamer object 2.0		Toren	Toren			TRUE																									Schatkamer object 2.0		Toren	TRUE																				
RGM.1360016	Schatkamer 2.0	tba	Schatkamer object 2.0		Toren	Toren			TRUE																									Schatkamer object 2.0		Toren	TRUE																				
RGM.1360017	Schatkamer 2.0	tba			Toren	Toren			TRUE																									Schatkamer object 2.0		Toren	TRUE																				
RGM.1360018	Schatkamer 2.0	tba			Toren	Toren			TRUE																									Schatkamer object 2.0		Toren	TRUE																				
RGM.1360019	Schatkamer 2.0	tba	Schatkamer object 2.0		Toren	Toren			TRUE																									Schatkamer object 2.0		Toren	TRUE																				
RGM.1360022	Aarde	tba		Scoria	Toren	toren - DW.E.17.016.108.001	ligt in 17R		FALSE																	Scoria	toren - DW.E.17.016.108.001	ligt in 17R	FALSE																												
RGM.1360023	Schatkamer 2.0	tba	Schatkamer object 2.0		Toren	Toren			TRUE																									Schatkamer object 2.0		Toren	TRUE																				
RGM.1360024	Aarde	tba		Lavabrok van de meest recente vulkaanuitbarsting	Onbekend				FALSE																	Lavabrok van de meest recente vulkaanuitbarsting			FALSE																												
RGM.1360025	Schatkamer 2.0	tba	Schatkamer object 2.0		Toren	Toren			TRUE																									Schatkamer object 2.0		Toren	TRUE																				
RGM.137655	IJstijd	BB5.2	Megaloceros giganteus		Toren				FALSE																																												Megaloceros giganteus				FALSE
RGM.137664	IJstijd	AA4.1	Coelodonta antiquitatis		Toren				FALSE																																												Coelodonta antiquitatis				FALSE
RGM.137683	IJstijd	DD3.2	Panthera spelaea		Toren				FALSE																																												Panthera spelaea				FALSE
RGM.137687	IJstijd	DD3.2	Panthera spelaea		Toren				FALSE																																												Panthera spelaea				FALSE
RGM.137694	IJstijd	DD3.1	Ursus arctos L.		Toren	toren	15/17 6-3-6  V19000 1		FALSE																																												Ursus arctos L.		toren	15/17 6-3-6  V19000 1	FALSE
RGM.137707	IJstijd	BB8.3	Bison priscus	Steppenwisent	Draadbaan	Draadbaan	03.06.2		TRUE																																												Bison priscus	Steppenwisent	Draadbaan	03.06.2	TRUE
RGM.137799	IJstijd	BB5.2	Megaloceros giganteus		Toren				FALSE																																												Megaloceros giganteus				FALSE
RGM.137890	IJstijd	DD8.2	Equus hydruntinis		Toren	toren	15/17  1-8-6  V71461 1		FALSE																																												Equus hydruntinis		toren	15/17  1-8-6  V71461 1	FALSE
RGM.137902	IJstijd	DD3.2	Panthera spelaea		Toren				FALSE																																												Panthera spelaea				FALSE
RGM.137914	IJstijd	AA4.1	Coelodonta antiquitatis		Toren				FALSE																																												Coelodonta antiquitatis				FALSE
RGM.137944	IJstijd	BB5.2	Megaloceros giganteus		Toren				FALSE																																												Megaloceros giganteus				FALSE
RGM.138245	IJstijd	BB5.1	Megaloceros giganteus		Toren				FALSE																																												Megaloceros giganteus				FALSE
RGM.138311	IJstijd	BB5.1	Megaloceros giganteus		Toren				FALSE																																												Megaloceros giganteus				FALSE
RGM.138410	IJstijd	DD3.2	Panthera spelaea		Toren				FALSE																																												Panthera spelaea				FALSE
RGM.138444	IJstijd	BB5.2	Megaloceros giganteus		Toren				FALSE																																												Megaloceros giganteus				FALSE
RGM.138647	IJstijd	DD3.2	Crocuta spelaea		Toren				FALSE																																												Crocuta spelaea				FALSE
RGM.138650	IJstijd	BB5.2	Megaloceros giganteus		Toren				FALSE																																												Megaloceros giganteus				FALSE
RGM.138668	IJstijd	AA4.1	Coelodonta antiquitatis		Toren				FALSE																																												Coelodonta antiquitatis				FALSE
RGM.138841	IJstijd	DD3.2	Panthera spelaea		Toren				FALSE																																												Panthera spelaea				FALSE
RGM.138883	IJstijd	AA4.1	Coelodonta antiquitatis		Toren				FALSE																																												Coelodonta antiquitatis				FALSE
RGM.138953	IJstijd	DD3.2	Panthera spelaea		Toren				FALSE																																												Panthera spelaea				FALSE
RGM.138976	IJstijd	AA6.1	Castor fiber L.		Toren				FALSE																																												Castor fiber L.				FALSE
RGM.139026	IJstijd	DD3.1	Ursus arctos L.		Toren	toren	15/17 6-3-6  V19000 1		FALSE																																												Ursus arctos L.		toren	15/17 6-3-6  V19000 1	FALSE
RGM.139027	IJstijd	AA7.4	Hippopotamus sp.		Toren	toren	15/17 6-3-3 V57250 1		FALSE																																												Hippopotamus sp.		toren	15/17 6-3-3 V57250 1	FALSE
RGM.139031	IJstijd	BB4.1	Megaloceros giganteus		Toren				FALSE																																												Megaloceros giganteus				FALSE
RGM.139213	IJstijd	DD3.2	Crocuta spelaea		Toren				FALSE																																												Crocuta spelaea				FALSE
RGM.139239	IJstijd	BB5.2	Megaloceros giganteus		Toren				FALSE																																												Megaloceros giganteus				FALSE
RGM.139268	IJstijd	AA4.1	Coelodonta antiquitatis		Toren				FALSE																																												Coelodonta antiquitatis				FALSE
RGM.139271	IJstijd	AA4.1	Coelodonta antiquitatis		Toren				FALSE																																												Coelodonta antiquitatis				FALSE
RGM.139371	IJstijd	BB5.2	Megaloceros giganteus		Toren				FALSE																																												Megaloceros giganteus				FALSE
RGM.139496	IJstijd	BB5.2	Megaloceros giganteus		Toren				FALSE																																												Megaloceros giganteus				FALSE
RGM.139574	IJstijd	DD5.1	Mammuthus primigenius		Toren	toren			FALSE																																												Mammuthus primigenius		toren		FALSE
RGM.139583	IJstijd	BB4.1	Megaloceros giganteus		Toren				FALSE																																												Megaloceros giganteus				FALSE
RGM.139594	IJstijd	DD5.1	Mammuthus primigenius		Toren	toren			FALSE																																												Mammuthus primigenius		toren		FALSE
RGM.139656	IJstijd	AA4.1	Coelodonta antiquitatis		Toren				FALSE																																												Coelodonta antiquitatis				FALSE
RGM.139704	IJstijd	DD3.2	Panthera spelaea		Toren				FALSE																																												Panthera spelaea				FALSE
RGM.139723	IJstijd	DD3.2	Mammuthus primigenius		Toren				FALSE																																												Mammuthus primigenius				FALSE
RGM.139781	IJstijd	BB4.1	Megaloceros giganteus		Toren				FALSE																																												Megaloceros giganteus				FALSE
RGM.139849	IJstijd	BB4.1	Megaloceros giganteus		Toren				FALSE																																												Megaloceros giganteus				FALSE
RGM.139854	IJstijd	BB5.1	Megaloceros giganteus		Toren				FALSE																																												Megaloceros giganteus				FALSE
RGM.139895	IJstijd	AA6.1	Castor fiber L.		Toren				FALSE																																												Castor fiber L.				FALSE
RGM.139896	IJstijd	AA2	Coelodonta antiquitatis Blumenbach, 1799		Toren	toren			FALSE																																												Coelodonta antiquitatis Blumenbach, 1799		toren		FALSE
RGM.139927	IJstijd	BB5.2	Megaloceros giganteus		Toren				FALSE																																												Megaloceros giganteus				FALSE
RGM.139933	IJstijd	AA2	Coelodonta antiquitatis Blumenbach, 1799		Toren	toren			FALSE																																												Coelodonta antiquitatis Blumenbach, 1799		toren		FALSE
RGM.14031	IJstijd	AA4.1	Coelodonta antiquitatis		Toren				FALSE																																												Coelodonta antiquitatis				FALSE
RGM.14032	IJstijd	AA4.1	Coelodonta antiquitatis		Toren				FALSE																																												Coelodonta antiquitatis				FALSE
RGM.14033	IJstijd	AA4.1	Coelodonta antiquitatis		Toren				FALSE																																												Coelodonta antiquitatis				FALSE
RGM.14034	IJstijd	AA4.1	Coelodonta antiquitatis		Toren				FALSE																																												Coelodonta antiquitatis				FALSE
RGM.14059 / RGM.14063	Dinos	n/a	Allopleuron hofmanni NB: instinker! Bij Allopleuron is hofmanni met één f!!)	Giant Maastricht sea turtle shell	Draadbaan	Draadbaan	tba		FALSE																																		Allopleuron hofmanni NB: instinker! Bij Allopleuron is hofmanni met één f!!)	Giant Maastricht sea turtle shell	Draadbaan	tba	FALSE										
RGM.14062	Dinos	n/a	Allopleuron hofmanni	Giant Maastricht sea turtle skull	Draadbaan	Draadbaan	03.01.01		TRUE																																		Allopleuron hofmanni	Giant Maastricht sea turtle skull	Draadbaan	03.01.01	TRUE										
RGM.14069	IJstijd	AA4.1	Coelodonta antiquitatis		Toren				FALSE																																												Coelodonta antiquitatis				FALSE
RGM.14071	Dinos	n/a	Mosasaurus hoffmanni	Mosasaurus vertebrae + shoulder + ribs	Draadbaan	Draadbaan	03.02.1		FALSE																																		Mosasaurus hoffmanni	Mosasaurus vertebrae + shoulder + ribs	Draadbaan	03.02.1	FALSE										
RGM.145057	IJstijd	DD3.2	Crocuta spelaea		Toren				FALSE																																												Crocuta spelaea				FALSE
RGM.145162	IJstijd	BB5.2	Megaloceros giganteus		Toren				FALSE																																												Megaloceros giganteus				FALSE
RGM.145407	IJstijd	CC2.3	Mammuthus primigenius		Toren	toren	15/16 4-6-3 V61302 28		FALSE																																												Mammuthus primigenius		toren	15/16 4-6-3 V61302 28	FALSE
RGM.145424	IJstijd	BB5.2	Megaloceros giganteus		Toren				FALSE																																												Megaloceros giganteus				FALSE
RGM.145517	IJstijd	BB5.2	Megaloceros giganteus		Toren				FALSE																																												Megaloceros giganteus				FALSE
RGM.145519	IJstijd	BB1	Crocuta spelaea	Grottenhyena	Draadbaan	Draadbaan	03.12.3		TRUE																																												Crocuta spelaea	Grottenhyena	Draadbaan	03.12.3	TRUE
RGM.145592	IJstijd	AA4.1	Coelodonta antiquitatis		Toren				FALSE																																												Coelodonta antiquitatis				FALSE
RGM.145597	IJstijd	BB5.2	Megaloceros giganteus		Toren				FALSE																																												Megaloceros giganteus				FALSE
RGM.145622	IJstijd	BB4.1	Megaloceros giganteus		Toren				FALSE																																												Megaloceros giganteus				FALSE
RGM.145649	IJstijd	DD3.2	Panthera spelaea		Toren				FALSE																																												Panthera spelaea				FALSE
RGM.145788	IJstijd	BB4.1	Megaloceros giganteus		Toren				FALSE																																												Megaloceros giganteus				FALSE
RGM.145940	IJstijd	BB4.1	Megaloceros giganteus		Toren				FALSE																																												Megaloceros giganteus				FALSE
RGM.145962	IJstijd	DD3.2	Crocuta spelaea		Toren				FALSE																																												Crocuta spelaea				FALSE
RGM.146037	IJstijd	BB5.2	Megaloceros giganteus		Toren				FALSE																																												Megaloceros giganteus				FALSE
RGM.146301	IJstijd	DD3.2	Panthera spelaea		Toren				FALSE																																												Panthera spelaea				FALSE
RGM.146309	IJstijd	DD3.2	Crocuta spelaea		Toren				FALSE																																												Crocuta spelaea				FALSE
RGM.146440	IJstijd	BB1	Anancus arvernensis	mastodont	Draadbaan	Draadbaan	03.12.3		TRUE																																												Anancus arvernensis	mastodont	Draadbaan	03.12.3	TRUE
RGM.146509	IJstijd	BB5.2	Megaloceros giganteus		Toren				FALSE																																												Megaloceros giganteus				FALSE
RGM.146662	IJstijd	DD4 vitrine	Lutra Lutra (L.)		Toren	toren	15/17 6-3-8 V10120 1		FALSE																																												Lutra Lutra (L.)		toren	15/17 6-3-8 V10120 1	FALSE
RGM.146877	IJstijd	BB5.1	Megaloceros giganteus		Toren				FALSE																																												Megaloceros giganteus				FALSE
RGM.147002	IJstijd	DD4 vitrine	Lutra lutra (L.)		Toren	toren	15/17 6-3-8 V10120 1		FALSE																																												Lutra lutra (L.)		toren	15/17 6-3-8 V10120 1	FALSE
RGM.147115	IJstijd	DD5.1	Mammuthus primigenius		Toren	toren			FALSE																																												Mammuthus primigenius		toren		FALSE
RGM.147138	IJstijd	DD3.1	Ursus arctos L.		Toren	toren	15/17 6-3-6  V19000 1		FALSE																																												Ursus arctos L.		toren	15/17 6-3-6  V19000 1	FALSE
RGM.147161	IJstijd	BB5.2	Megaloceros giganteus		Toren				FALSE																																												Megaloceros giganteus				FALSE
RGM.147200	IJstijd	BB4.1	Megaloceros giganteus		Toren				FALSE																																												Megaloceros giganteus				FALSE
RGM.147209	IJstijd	DD3.1	Ursus arctos L.		Toren	toren	15/17 6-3-6  V19000 1		FALSE																																												Ursus arctos L.		toren	15/17 6-3-6  V19000 1	FALSE
RGM.147216	IJstijd	BB5.2	Megaloceros giganteus		Toren				FALSE																																												Megaloceros giganteus				FALSE
RGM.147308	IJstijd	DD5.3	Mammuthus primigenius		Toren	toren			FALSE																																												Mammuthus primigenius		toren		FALSE
RGM.147375	IJstijd	BB4.1	Megaloceros giganteus		Toren				FALSE																																												Megaloceros giganteus				FALSE
RGM.147441	IJstijd	DD3.2	Panthera spelaea		Toren				FALSE																																												Panthera spelaea				FALSE
RGM.147444	IJstijd	DD3.2	Panthera spelaea		Toren				FALSE																																												Panthera spelaea				FALSE
RGM.147449	IJstijd	BB5.2	Megaloceros giganteus		Toren				FALSE																																												Megaloceros giganteus				FALSE
RGM.14745	IJstijd	CC4.2	Mammuthus primigenius		Toren	toren			FALSE																																												Mammuthus primigenius		toren		FALSE
RGM.147450	IJstijd	BB5.2	Megaloceros giganteus		Toren				FALSE																																												Megaloceros giganteus				FALSE
RGM.14805	Aarde	tba		Ryolietlava	Draadbaan	Draadbaan (uit aarde)	01.02.03		TRUE																	Ryolietlava	Draadbaan (uit aarde)	01.02.03	TRUE																												
RGM.150002	Schatkamer 2.0	tba	Schatkamer object 2.0		Toren	Toren			TRUE																									Schatkamer object 2.0		Toren	TRUE																				
RGM.150005	Schatkamer 2.0	tba	Schatkamer object 2.0		Toren	Toren			TRUE																									Schatkamer object 2.0		Toren	TRUE																				
RGM.150006	Schatkamer 2.0	tba			Toren	Toren			TRUE																									Schatkamer object 2.0		Toren	TRUE																				
RGM.150013	Schatkamer 2.0	tba	Schatkamer object 2.0		Toren	Toren			TRUE																									Schatkamer object 2.0		Toren	TRUE																				
RGM.150038	Schatkamer 2.0	tba	Schatkamer object 2.0		Toren	Toren			TRUE																									Schatkamer object 2.0		Toren	TRUE																				
RGM.150058	Schatkamer 2.0	tba	Schatkamer object 2.0		Toren	Toren			n.v.t.																									Schatkamer object 2.0		Toren	n.v.t.																				
RGM.150097	Schatkamer 2.0	tba	Schatkamer object 2.0		Toren	Toren			n.v.t.																									Schatkamer object 2.0		Toren	n.v.t.																				
